Province,Date,negative,presumptive_negative,under_investigation,presumptive_positive,confirmed_positive,resolved,deceased,total_testing,Hospitalization,ICU,Ventilator,source,Note
ON,2020-11-15,NA,NA,26147,NA,94009,78303,3361,5643922,479,118,67,Input, NA
ON,2020-11-16,NA,NA,16254,NA,95496,79295,3371,5677273,500,125,70,Input, NA
ON,2020-11-17,NA,NA,25435,NA,96745,80430,3383,5703741,529,127,75,Input, NA
ON,2020-11-18,NA,NA,36671,NA,98162,81925,3415,5737181,535,127,78,Input, NA
ON,2020-11-19,NA,NA,44493,NA,99372,83301,3443,5779019,526,146,88,Input, NA
ON,2020-11-20,NA,NA,46609,NA,100790,84716,3451,5827192,518,142,92,Input, NA
ON,2020-11-21,NA,NA,43047,NA,102378,86079,3472,5873863,513,146,87,Input, NA
ON,2020-11-22,NA,NA,30427,NA,103912,87508,3486,5920252,484,147,89,Input, NA
ON,2020-11-23,NA,NA,18394,NA,105501,88992,3505,5957723,507,156,92,Input, NA
ON,2020-11-24,NA,NA,29316,NA,106510,90074,3519,5984776,534,159,91,Input, NA
ON,2020-11-25,NA,NA,44950,NA,107883,91550,3554,6020852,523,159,106,Input, NA
ON,2020-11-26,NA,NA,52852,NA,109361,92915,3575,6068428,556,151,105,Input, NA
ON,2020-11-27,NA,NA,54241,NA,111216,94366,3595,6126465,541,151,101,Input, NA
ON,2020-11-28,NA,NA,56219,NA,113038,95876,3624,6181551,595,155,99,Input, NA
ON,2020-11-29,NA,NA,38724,NA,114746,97319,3648,6235510,586,156,91,Input, NA
ON,2020-11-30,NA,NA,27388,NA,116492,98639,3656,6274916,618,168,108,Input, NA
ON,2020-12-01,NA,NA,34046,NA,118199,100012,3663,6309556,645,185,112,Input, NA
ON,2020-12-02,NA,NA,49574,NA,119922,101698,3698,6353782,656,183,106,Input, NA
ON,2020-12-03,NA,NA,52873,NA,121746,103239,3712,6406655,666,195,107,Input, NA
ON,2020-12-04,NA,NA,62403,NA,123526,104792,3737,6462656,674,207,116,Input, NA
ON,2020-12-05,NA,NA,63193,NA,125385,106416,3757,6522055,709,202,116,Input, NA
ON,2020-12-06,NA,NA,47850,NA,127309,107990,3772,6581306,701,204,109,Input, NA
ON,2020-12-07,NA,NA,31238,NA,129234,109402,3798,6626589,725,213,121,Input, NA
ON,2020-12-08,NA,NA,40732,NA,130910,110951,3808,6665787,794,219,132,Input, NA
ON,2020-12-09,NA,NA,54613,NA,132800,112875,3836,6714333,811,221,129,Input, NA
ON,2020-12-10,NA,NA,66326,NA,134783,114679,3871,6776142,829,228,132,Input, NA
ON,2020-12-11,NA,NA,69280,NA,136631,116432,3916,6839193,808,235,124,Input, NA
ON,2020-12-12,NA,NA,67654,NA,138504,118350,3933,6904453,855,237,143,Input, NA
ON,2020-12-13,NA,NA,58190,NA,140181,120028,3949,6962643,813,253,142,Input, NA
ON,2020-12-14,NA,NA,32045,NA,142121,121563,3972,7019736,857,244,149,Input, NA
ON,2020-12-15,NA,NA,45770,NA,144396,123373,3992,7059300,921,249,156,Input, NA
ON,2020-12-16,NA,NA,65597,NA,146535,125416,4035,7108489,932,256,157,Input, NA
ON,2020-12-17,NA,NA,78631,NA,148967,127425,4058,7166667,919,263,172,Input, NA
ON,2020-12-18,NA,NA,81235,NA,151257,129417,4098,7234913,877,261,168,Input, NA
ON,2020-12-19,NA,NA,78147,NA,153614,131282,4125,7302120,895,256,146,Input, NA
ON,2020-12-20,NA,NA,54546,NA,155930,133213,4150,7371532,875,261,156,Input, NA
ON,2020-12-21,NA,NA,39106,NA,158053,134849,4167,7426037,915,265,152,Input, NA
ON,2020-12-22,NA,NA,47872,NA,160255,136767,4188,7471302,1005,273,172,Input, NA
ON,2020-12-23,NA,NA,66976,NA,162663,139010,4229,7527962,1002,275,186,Input, NA
ON,2020-12-24,NA,NA,75250,NA,165110,141023,4278,7592554,967,277,176,Input, NA
ON,2020-12-25,NA,NA,65675,NA,167269,143260,4321,7654019,998,280,156,Input, "filling in from Dec 27th"
ON,2020-12-26,NA,NA,37010,NA,169411,145173,4359,7703530,755,286,187,Input, "filling in from Dec 27th"
ON,2020-12-27,NA,NA,27278,NA,171416,147178,4377,7745313,823,285,194,Input, NA
ON,2020-12-28,NA,NA,26453,NA,173355,149329,4414,7784878,875,304,211,Input, NA
ON,2020-12-29,NA,NA,32850,NA,175908,151562,4455,7818990,864,304,207,Input, NA
ON,2020-12-30,NA,NA,54955,NA,178891,153799,4474,7858200,1177,323,204,Input, NA
ON,2020-12-31,NA,NA,72283,NA,182159,156012,4530,7922058,1235,337,210,Input, NA
ON,2021-01-01,NA,NA,71526,NA,184635,158472,4581,7991628,1260,336,221,Input, NA
ON,2021-01-02,NA,NA,41709,NA,187998,160526,4625,8053029,1003,332,220,Input, NA
ON,2021-01-03,NA,NA,27769,NA,190962,162701,4650,8103832,998,329,228,Input, NA
ON,2021-01-04,NA,NA,19683,NA,194232,164775,4679,8142953,1190,333,194,Input, NA
ON,2021-01-05,NA,NA,39805,NA,197360,166790,4730,8178105,1347,352,245,Input, NA
ON,2021-01-06,NA,NA,55484,NA,200626,169795,4767,8229150,1463,361,246,Input, NA
ON,2021-01-07,NA,NA,66970,NA,204145,172571,4856,8294922,1472,363,242,Input, NA
ON,2021-01-08,NA,NA,73067,NA,208394,175309,4882,8366403,1446,369,250,Input, NA
ON,2021-01-09,NA,NA,61228,NA,211837,178224,4922,8439303,1457,382,244,Input, NA
ON,2021-01-10,NA,NA,39362,NA,215782,180720,4983,8501611,1483,388,266,Input, NA
ON,2021-01-11,NA,NA,28774,NA,219120,183476,5012,8548014,1563,387,268,Input, NA
ON,2021-01-12,NA,NA,43154,NA,222023,186829,5053,8592816,1701,385,262,Input, NA
ON,2021-01-13,NA,NA,61259,NA,224984,190221,5127,8643747,1674,385,276,Input, NA
ON,2021-01-14,NA,NA,66940,NA,228310,193814,5189,8714916,1657,388,280,Input, NA
ON,2021-01-15,NA,NA,63728,NA,231308,197194,5289,8791388,1647,387,280,Input, NA
ON,2021-01-16,NA,NA,50387,NA,234364,200406,5340,8865263,1632,397,281,Input, NA
ON,2021-01-17,NA,NA,30103,NA,237786,203484,5409,8925446,1570,395,293,Input, NA
ON,2021-01-18,NA,NA,18481,NA,240364,206310,5433,8965747,1571,394,303,Input, NA
ON,2021-01-19,NA,NA,36750,NA,242277,209183,5479,9000278,1626,400,292,Input, NA
ON,2021-01-20,NA,NA,48963,NA,244932,212897,5568,9054585,1598,395,296,Input, NA
ON,2021-01-21,NA,NA,52871,NA,247564,215887,5614,9124841,1533,388,293,Input, NA
ON,2021-01-22,NA,NA,41819,NA,250226,219262,5701,9196591,1512,383,291,Input, NA
ON,2021-01-23,NA,NA,37847,NA,252585,222287,5753,9260044,1501,395,299,Input, NA
ON,2021-01-24,NA,NA,23995,NA,255002,225046,5803,9308991,1436,392,301,Input, NA
ON,2021-01-25,NA,NA,14991,NA,256960,227494,5846,9344959,1398,397,283,Input, NA
ON,2021-01-26,NA,NA,36405,NA,258700,229755,5909,9375676,1466,383,298,Input, NA
ON,2021-01-27,NA,NA,46900,NA,260370,232480,5958,9430867,1382,377,291,Input, NA
ON,2021-01-28,NA,NA,48386,NA,262463,234971,6014,9495531,1338,358,276,Input, NA
ON,2021-01-29,NA,NA,40453,NA,264300,237871,6072,9564571,1291,360,271,Input, NA
ON,2021-01-30,NA,NA,31463,NA,266363,240494,6145,9624165,1273,353,216,Input, NA
ON,2021-01-31,NA,NA,15616,NA,268211,242807,6188,9673517,1159,356,252,Input, NA
ON,2021-02-01,NA,NA,11651,NA,270180,244939,6224,9703876,1158,354,260,Input, NA
ON,2021-02-02,NA,NA,32348,NA,270925,247236,6238,9732428,1192,341,253,Input, NA
ON,2021-02-03,NA,NA,44606,NA,272097,248981,6305,9784846,1066,336,254,Input, NA
ON,2021-02-04,NA,NA,47282,NA,273660,250937,6393,9849313,1101,323,241,Input, NA
ON,2021-02-05,NA,NA,41561,NA,275330,253170,6438,9912023,1043,325,225,Input, NA
ON,2021-02-06,NA,NA,31924,NA,276718,254966,6483,9974364,1021,325,228,Input, NA
ON,2021-02-07,NA,NA,16539,NA,278207,256903,6505,10026022,926,335,233,Input, NA
ON,2021-02-08,NA,NA,10693,NA,279472,258603,6538,10054325,901,335,226,Input, NA
ON,2021-02-09,NA,NA,33273,NA,280494,259991,6555,10085123,909,318,223,Input, NA
ON,2021-02-10,NA,NA,41725,NA,281566,261700,6596,10137627,948,313,226,Input, NA
ON,2021-02-11,NA,NA,43383,NA,282511,263044,6614,10206439,883,299,211,Input, NA
ON,2021-02-12,NA,NA,38345,NA,283587,264459,6632,10268451,763,295,204,Input, NA
ON,2021-02-13,NA,NA,32163,NA,284887,265893,6651,10327211,786,287,203,Input, NA
ON,2021-02-14,NA,NA,15947,NA,285868,267128,6693,10375912,705,292,203,Input, NA
ON,2021-02-15,NA,NA,10802,NA,286832,268301,6706,10406267,739,293,199,Input, NA
ON,2021-02-16,NA,NA,15024,NA,287736,269413,6719,10433272,742,292,201,Input, NA
AB,2020-02-14,76,NA,NA,0,0,NA,NA,76,NA,NA,NA,WBM,NA
AB,2020-02-21,117,NA,NA,0,0,NA,NA,117,NA,NA,NA,WBM,NA
AB,2020-02-28,173,NA,NA,0,0,NA,NA,173,NA,NA,NA,WBM,NA
AB,2020-03-06,375,NA,NA,0,4,NA,NA,NA,NA,NA,NA,WBM,NA
AB,2020-03-09,1452,NA,NA,0,7,NA,NA,NA,2,0,NA,WBM,NA
AB,2020-03-10,2004,NA,NA,0,14,NA,NA,NA,2,NA,NA,WBM,NA
AB,2020-03-11,2600,NA,NA,0,19,NA,NA,NA,4,NA,NA,WBM,NA
AB,2020-03-13,5429,NA,NA,0,29,NA,NA,NA,6,2,NA,WBM,NA
AB,2020-03-14,7069,NA,NA,0,39,NA,NA,NA,6,2,NA,https://www.alberta.ca/coronavirus-info-for-albertans.aspx ,NA
AB,2020-03-15,7069,NA,NA,0,56,NA,NA,NA,6,2,NA,Input,NA
AB,2020-03-16,10524,NA,NA,0,74,NA,NA,NA,7,2,NA,Input,NA
AB,2020-03-17,12258,NA,NA,0,97,NA,NA,NA,9,3,NA,Input,NA
AB,2020-03-18,14447,NA,NA,0,119,NA,NA,NA,14,3,NA,Input,NA
AB,2020-03-19,16867,NA,NA,0,146,NA,1,NA,16,8,NA,Input,NA
AB,2020-03-20,20165,NA,NA,0,195,NA,1,NA,17,9,NA,Input,NA
AB,2020-03-21,23516,NA,NA,0,226,NA,1,NA,20,10,NA,https://www.alberta.ca/covid-19-alberta-data.aspx ,NA
AB,2020-03-22,26740,NA,NA,0,259,NA,1,NA,21,10,NA,Input,NA
AB,2020-03-23,29757,NA,NA,0,301,NA,1,NA,23,10,NA,Input,NA
AB,2020-03-24,32418,NA,NA,0,358,NA,2,NA,30,11,NA,Input,NA
AB,2020-03-25,35089,NA,NA,0,419,NA,2,NA,34,11,NA,Input,NA
AB,2020-03-26,36174,NA,NA,0,486,NA,2,NA,34,11,NA,Input,NA
AB,2020-03-27,37673,NA,NA,0,542,NA,2,NA,35,13,NA,Input,NA
AB,2020-03-28,NA,NA,NA,0,621,NA,2,42527,38,14,NA,Input,"Stop reporting negative test"
AB,2020-03-29,NA,NA,NA,0,661,NA,3,44999,40,15,NA,Input,NA
AB,2020-03-30,NA,NA,NA,0,690,NA,3,46057,42,17,NA,Input,NA
AB,2020-03-31,NA,NA,NA,0,754,NA,9,48692,42,18,NA,Input, "Note: total means individuals tested. New location https://covid19stats.alberta.ca/"
AB,2020-04-01,NA,NA,NA,0,871,NA,11,53141,42,20,NA,Input, "hosp and ICU numbers filled in using the second link"
AB,2020-04-02,NA,NA,NA,0,968,NA,13,57096,44,20,NA,Input, NA
AB,2020-04-03,NA,NA,NA,0,1075,NA,18,61960,46,19,NA,Input, NA
AB,2020-04-04,NA,NA,NA,0,1181,240,20,64108,48,20,NA,Input, NA
AB,2020-04-05,NA,NA,NA,0,1250,279,23,64806,45,20,NA,Input,"Filling in cumulative hosp and ICU using WBM"
AB,2020-04-06,NA,NA,NA,0,1348,361,24,65914,47,18,NA,Input,NA
AB,2020-04-07,NA,NA,NA,0,1373,447,26,67117,48,16,NA,Input,NA
AB,2020-04-08,NA,NA,NA,0,1423,519,29,68762,51,16,NA,Input,"Hosp/ICU prevalence fill in with : https://www.cbc.ca/news/canada/calgary/alberta-covid-19-data-statistics-numbers-cases-hospitalizations-1.5514947"
AB,2020-04-09,NA,NA,NA,0,1451,592,32,70247,53,15,NA,Input,NA
AB,2020-04-10,NA,NA,NA,0,1500,713,39,72370,54,15,NA,Input,NA
AB,2020-04-11,NA,NA,NA,0,1569,774,40,75278,54,15,NA,Input,NA
AB,2020-04-12,NA,NA,NA,0,1651,823,44,77316,53,15,NA,Input,NA
AB,2020-04-13,NA,NA,NA,0,1732,877,46,79781,53,14,NA,Input,NA
AB,2020-04-14,NA,NA,NA,0,1870,914,48,82469,62,15,NA,Input,NA
AB,2020-04-15,NA,NA,NA,0,1996,914,48,85502,58,15,NA,Input,NA
AB,2020-04-16,NA,NA,NA,0,2158,914,50,88499,61,13,NA,Input,NA
AB,2020-04-17,NA,NA,NA,0,2397,1124,50,92805,67,14,NA,Input,NA
AB,2020-04-18,NA,NA,NA,0,2562,1162,51,96897,61,16,NA,Input,NA
AB,2020-04-19,NA,NA,NA,0,2803,1198,55,101323,67,19,NA,Input,NA
AB,2020-04-20,NA,NA,NA,0,2908,1230,59,105317,68,18,NA,Input,NA
AB,2020-04-21,NA,NA,NA,0,3095,1273,61,109015,67,20,NA,Input,NA
AB,2020-04-22,NA,NA,NA,0,3401,1310,66,113499,72,20,NA,Input,NA
AB,2020-04-23,NA,NA,NA,0,3720,1357,67,117835,74,19,NA,Input,NA
AB,2020-04-24,NA,NA,NA,0,4017,1397,72,122447,78,22,NA,Input,NA
AB,2020-04-25,NA,NA,NA,0,4233,1471,73,127165,78,20,NA,Input,NA
AB,2020-04-26,NA,NA,NA,0,4480,1549,73,131572,85,21,NA,Input,NA
AB,2020-04-27,NA,NA,NA,0,4696,1664,75,135442,88,20,NA,Input,NA
AB,2020-04-28,NA,NA,NA,0,4850,1800,80,138681,89,23,NA,Input,NA
AB,2020-04-29,NA,NA,NA,0,5165,1953,87,143886,94,21,NA,Input,NA
AB,2020-04-30,NA,NA,NA,0,5355,2161,89,148937,96,21,NA,Input,NA
AB,2020-05-01,NA,NA,NA,0,5573,2359,92,153766,92,22,NA,Input,NA
AB,2020-05-02,NA,NA,NA,0,5670,2534,94,157517,93,18,NA,Input,NA
AB,2020-05-03,NA,NA,NA,0,5766,2713,95,161245,94,20,NA,Input,NA
AB,2020-05-04,NA,NA,NA,0,5836,2942,104,164722,93,20,NA,Input,NA
AB,2020-05-05,NA,NA,NA,0,5893,3219,106,167015,93,20,NA,Input,NA
AB,2020-05-06,NA,NA,NA,0,5963,3552,112,170509,88,19,NA,Input,NA
AB,2020-05-07,NA,NA,NA,0,6017,3809,114,174327,89,18,NA,Input,NA
AB,2020-05-08,NA,NA,NA,0,6098,4020,115,177559,80,17,NA,Input,NA
AB,2020-05-09,NA,NA,NA,0,6157,4204,116,181107,74,15,NA,Input,NA
AB,2020-05-10,NA,NA,NA,0,6253,4389,117,185293,71,13,NA,Input,NA
AB,2020-05-11,NA,NA,NA,0,6300,4659,117,188157,73,12,NA,Input,NA
AB,2020-05-12,NA,NA,NA,0,6345,4866,118,191330,73,12,NA,Input,NA
AB,2020-05-13,NA,NA,NA,0,6407,5076,120,195402,70,11,NA,Input,NA
AB,2020-05-14,NA,NA,NA,0,6457,5205,121,200218,65,10,NA,Input,NA
AB,2020-05-15,NA,NA,NA,0,6515,5317,125,204723,62,9,NA,Input,NA
AB,2020-05-16,NA,NA,NA,0,6587,5377,126,209317,60,8,NA,Input,NA
AB,2020-05-17,NA,NA,NA,0,6644,5453,127,213078,57,9,NA,Input,NA
AB,2020-05-18,NA,NA,NA,0,6683,5519,128,216536,65,9,NA,Input,NA
AB,2020-05-19,NA,NA,NA,0,6716,5554,128,218964,61,8,NA,Input, "Typo on number of resolved on the website"
AB,2020-05-20,NA,NA,NA,0,6735,5637,128,221571,58,7,NA,Input,NA
AB,2020-05-21,NA,NA,NA,0,6768,5710,132,225588,59,6,NA,Input,NA
AB,2020-05-22,NA,NA,NA,0,6800,5801,134,228793,54,6,NA,Input,NA
AB,2020-05-23,NA,NA,NA,0,6818,5859,135,232774,48,6,NA,Input,NA
AB,2020-05-24,NA,NA,NA,0,6860,5924,135,236789,46,6,NA,Input,NA
AB,2020-05-25,NA,NA,NA,0,6879,5979,138,239799,45,5,NA,Input,NA
AB,2020-05-26,NA,NA,NA,0,6901,6048,139,242781,45,5,NA,Input,NA
AB,2020-05-27,NA,NA,NA,0,6926,6106,141,245949,43,4,NA,Input,NA
AB,2020-05-28,NA,NA,NA,0,6955,6160,143,245949,50,4,NA,Input,"did not update total test"
AB,2020-05-29,NA,NA,NA,0,6979,6220,143,253459,55,4,NA,Input,NA
AB,2020-05-30,NA,NA,NA,0,6992,6245,143,257227,53,5,NA,Input,NA
AB,2020-05-31,NA,NA,NA,0,7010,6283,143,260365,52,6,NA,Input,NA
AB,2020-06-01,NA,NA,NA,0,7044,6501,143,263074,53,6,NA,Input,NA
AB,2020-06-02,NA,NA,NA,0,7057,6537,143,266301,51,6,NA,Input,NA
AB,2020-06-03,NA,NA,NA,0,7076,6587,145,271298,48,6,NA,Input,NA
AB,2020-06-04,NA,NA,NA,0,7091,6611,146,275524,48,6,NA,Input,NA
AB,2020-06-05,NA,NA,NA,0,7098,6624,146,281979,44,6,NA,Input,NA
AB,2020-06-06,NA,NA,NA,0,7138,6656,146,281979,44,6,NA,Input,"did not update total test"
AB,2020-06-07,NA,NA,NA,0,7138,6656,146,281979,44,6,NA,Input,"did not update"
AB,2020-06-08,NA,NA,NA,0,7202,6698,149,298696,44,6,NA,Input, NA
AB,2020-06-09,NA,NA,NA,0,7229,6722,151,303689,46,6,NA,Input, NA
AB,2020-06-10,NA,NA,NA,0,7276,6754,151,310271,42,6,NA,Input, NA
AB,2020-06-11,NA,NA,NA,0,7316,6788,149,317402,45,6,NA,Input, "death went down"
AB,2020-06-12,NA,NA,NA,0,7346,6811,149,325148,53,6,NA,Input, "death went down"
AB,2020-06-13,NA,NA,NA,0,7383,6830,150,331938,44,6,NA,Input, NA
AB,2020-06-14,NA,NA,NA,0,7433,6861,150,339849,46,7,NA,Input, NA
AB,2020-06-15,NA,NA,NA,0,7453,6862,151,343311,31,7,NA,Input, NA
AB,2020-06-16,NA,NA,NA,0,7482,6882,151,349836,36,7,NA,Input, NA
AB,2020-06-17,NA,NA,NA,0,7530,6893,151,356818,38,7,NA,Input, NA
AB,2020-06-18,NA,NA,NA,0,7579,6938,152,364729,34,6,NA,Input, NA
AB,2020-06-19,NA,NA,NA,0,7625,6961,152,373724,39,6,NA,Input, NA
AB,2020-06-20,NA,NA,NA,0,7673,6996,152,381075,39,6,NA,Input, NA
AB,2020-06-21,NA,NA,NA,0,7704,7018,152,389405,33,7,NA,Input, NA
AB,2020-06-22,NA,NA,NA,0,7736,7041,153,396300,32,6,NA,Input, NA
AB,2020-06-23,NA,NA,NA,0,7781,7096,153,402837,37,6,NA,Input, NA
AB,2020-06-24,NA,NA,NA,0,7825,7134,153,409352,36,7,NA,Input, NA
AB,2020-06-25,NA,NA,NA,0,7851,7191,154,415716,38,8,NA,Input, NA
AB,2020-06-26,NA,NA,NA,0,7888,7225,154,422351,37,8,NA,Input, NA
AB,2020-06-27,NA,NA,NA,0,7957,7283,154,428743,42,8,NA,Input, NA
AB,2020-06-28,NA,NA,NA,0,7996,7322,154,435254,43,8,NA,Input, NA
AB,2020-06-29,NA,NA,NA,0,8067,7354,154,442253,41,9,NA,Input, NA
AB,2020-06-30,NA,NA,NA,0,8107,7405,154,449451,41,9,NA,Input, NA
AB,2020-07-01,NA,NA,NA,0,8171,7471,154,449451,41,9,NA,Input, NA
AB,2020-07-02,NA,NA,NA,0,8202,7505,155,464070,41,9,NA,Input, NA
AB,2020-07-03,NA,NA,NA,0,8259,7532,155,470809,42,9,NA,Input, NA
AB,2020-07-04,NA,NA,NA,0,8259,7532,155,470809,42,9,NA,Input, "did not update"
AB,2020-07-05,NA,NA,NA,0,8259,7532,155,470809,42,9,NA,Input, "did not update"
AB,2020-07-06,NA,NA,NA,0,8389,7627,155,487915,57,6,NA,Input, NA
AB,2020-07-07,NA,NA,NA,0,8436,7659,157,493935,54,6,NA,Input, NA
AB,2020-07-08,NA,NA,NA,0,8482,7716,158,500203,55,7,NA,Input, NA
AB,2020-07-09,NA,NA,NA,0,8519,7774,160,507169,55,7,NA,Input, NA
AB,2020-07-10,NA,NA,NA,0,8596,7844,160,514970,50,9,NA,Input, NA
AB,2020-07-11,NA,NA,NA,0,8596,7844,160,514970,50,9,NA,Input, "did not update"
AB,2020-07-12,NA,NA,NA,0,8596,7844,160,514970,50,9,NA,Input, "did not update"
AB,2020-07-13,NA,NA,NA,0,8826,7989,161,540102,55,7,NA,Input, NA
AB,2020-07-14,NA,NA,NA,0,8912,8048,163,545902,55,13,NA,Input, NA
AB,2020-07-15,NA,NA,NA,0,8994,8127,163,552276,64,7,NA,Input, NA
AB,2020-07-16,NA,NA,NA,0,9114,8142,165,560493,69,8,NA,Input, NA
AB,2020-07-17,NA,NA,NA,0,9219,8193,167,566972,69,8,NA,Input, NA
AB,2020-07-18,NA,NA,NA,0,9219,8193,167,566972,69,8,NA,Input, NA
AB,2020-07-19,NA,NA,NA,0,9219,8193,167,566972,69,8,NA,Input, NA
AB,2020-07-20,NA,NA,NA,0,9587,8308,170,590502,86,17,NA,Input, NA
AB,2020-07-21,NA,NA,NA,0,9728,8363,172,598317,93,16,NA,Input, NA
AB,2020-07-22,NA,NA,NA,0,9861,8436,174,606465,93,16,NA,Input, NA
AB,2020-07-23,NA,NA,NA,0,9975,8506,176,614692,106,21,NA,Input, NA
AB,2020-07-24,NA,NA,NA,0,10086,8567,178,623422,95,19,NA,Input, NA
AB,2020-07-25,NA,NA,NA,0,10086,8567,178,623422,95,19,NA,Input, NA
AB,2020-07-26,NA,NA,NA,0,10086,8567,178,623422,95,19,NA,Input, NA
AB,2020-07-27,NA,NA,NA,0,10390,8774,186,651335,88,17,NA,Input, NA
AB,2020-07-28,NA,NA,NA,0,10470,8886,187,659242,88,16,NA,Input, NA
AB,2020-07-29,NA,NA,NA,0,10603,8983,190,668226,87,17,NA,Input, NA
AB,2020-07-30,NA,NA,NA,0,10716,9113,195,676913,91,18,NA,Input, NA
AB,2020-07-31,NA,NA,NA,0,10843,9261,196,685287,86,17,NA,Input, NA
AB,2020-08-01,NA,NA,NA,0,10940,9261,196,696818,86,17,NA,Input,"did not update"
AB,2020-08-02,NA,NA,NA,0,11007,9261,196,705962,86,17,NA,Input,"did not update"
AB,2020-08-03,NA,NA,NA,0,11081,9261,196,712895,86,17,NA,Input,"did not update"
AB,2020-08-04,NA,NA,NA,0,11146,9261,196,720131,85,23,NA,Input,"back filling weekend postest and total test"
AB,2020-08-05,NA,NA,NA,0,11240,9891,203,727335,75,20,NA,Input, NA
AB,2020-08-06,NA,NA,NA,0,11296,9984,205,735322,76,19,NA,Input, NA
AB,2020-08-07,NA,NA,NA,0,11430,10097,208,743885,68,18,NA,Input, NA
AB,2020-08-08,NA,NA,NA,0,11538,10097,208,752664,76,19,NA,Input, NA
AB,2020-08-09,NA,NA,NA,0,11639,10097,208,762830,76,19,NA,Input, NA
AB,2020-08-10,NA,NA,NA,0,11687,10384,213,770242,62,14,NA,Input, NA
AB,2020-08-11,NA,NA,NA,0,11772,10552,216,777325,62,13,NA,Input, NA
AB,2020-08-12,NA,NA,NA,0,11893,10632,217,785361,62,13,NA,Input, NA
AB,2020-08-13,NA,NA,NA,0,11969,10713,220,793114,48,13,NA,Input, NA
AB,2020-08-14,NA,NA,NA,0,12045,10796,221,801382,48,13,NA,Input, NA
AB,2020-08-15,NA,NA,NA,0,12148,10796,221,812268,48,13,NA,Input, NA
AB,2020-08-16,NA,NA,NA,0,12234,10796,221,820931,48,13,NA,Input, NA
AB,2020-08-17,NA,NA,NA,0,12330,11056,224,829622,45,10,NA,Input, NA
AB,2020-08-18,NA,NA,NA,0,12419,11025,225,837649,48,11,NA,Input, NA
AB,2020-08-19,NA,NA,NA,0,12501,11167,227,846681,53,13,NA,Input, NA
AB,2020-08-20,NA,NA,NA,0,12604,11292,228,855968,50,12,NA,Input, NA
AB,2020-08-21,NA,NA,NA,0,12748,11374,230,865835,47,11,NA,Input, NA
AB,2020-08-22,NA,NA,NA,0,12831,11374,230,874340,46,9,NA,Input, NA
AB,2020-08-23,NA,NA,NA,0,12937,11374,230,884436,47,9,NA,Input, NA
AB,2020-08-24,NA,NA,NA,0,13006,11600,234,894611,45,7,NA,Input, NA
AB,2020-08-25,NA,NA,NA,0,13083,11714,235,903052,46,7,NA,Input, NA
AB,2020-08-26,NA,NA,NA,0,13210,11799,235,912302,45,7,NA,Input, NA
AB,2020-08-27,NA,NA,NA,0,13318,11923,237,922397,44,7,NA,Input, NA
AB,2020-08-28,NA,NA,NA,0,13476,12054,237,933365,51,8,NA,Input, NA
AB,2020-08-29,NA,NA,NA,0,13476,12054,237,945658,47,9,NA,Input, NA
AB,2020-08-30,NA,NA,NA,0,13476,12054,237,956863,44,9,NA,Input, NA
AB,2020-08-31,NA,NA,NA,0,13902,12293,239,967083,50,11,NA,Input, NA
AB,2020-09-01,NA,NA,NA,0,14066,12427,241,976423,52,11,NA,Input, NA
AB,2020-09-02,NA,NA,NA,0,14180,12535,242,984736,54,10,NA,Input, NA
AB,2020-09-03,NA,NA,NA,0,14310,12653,242,994289,51,10,NA,Input, NA
AB,2020-09-04,NA,NA,NA,0,14474,12799,242,1005001,52,11,NA,Input, NA
AB,2020-09-05,NA,NA,NA,0,14474,12799,242,1016426,53,13,NA,Input, NA
AB,2020-09-06,NA,NA,NA,0,14474,12799,242,1027794,51,12,NA,Input, NA
AB,2020-09-07,NA,NA,NA,0,14474,12799,242,1039885,48,10,NA,Input, NA
AB,2020-09-08,NA,NA,NA,0,15093,13154,247,1052446,48,8,NA,Input, NA
AB,2020-09-09,NA,NA,NA,0,15191,13358,248,1062956,50,6,NA,Input, NA
AB,2020-09-10,NA,NA,NA,0,15304,13557,253,1072681,47,6,NA,Input, NA
AB,2020-09-11,NA,NA,NA,0,15415,13718,253,1084670,44,5,NA,Input, NA
AB,2020-09-12,NA,NA,NA,0,15415,13718,253,1097458,46,5,NA,Input, NA
AB,2020-09-13,NA,NA,NA,0,15415,13718,253,1116377,46,6,NA,Input, NA
AB,2020-09-14,NA,NA,NA,0,15833,14041,254,1130828,43,6,NA,Input, NA
AB,2020-09-15,NA,NA,NA,0,15957,14212,254,1143818,49,8,NA,Input, NA
AB,2020-09-16,NA,NA,NA,0,16128,14379,254,1156369,46,9,NA,Input, NA
AB,2020-09-17,NA,NA,NA,0,16274,14537,254,1169378,46,9,NA,Input, NA
AB,2020-09-18,NA,NA,NA,0,16381,14702,255,1180696,51,7,NA,Input, NA
AB,2020-09-19,NA,NA,NA,0,16381,14702,255,1193164,58,9,NA,Input, NA
AB,2020-09-20,NA,NA,NA,0,16381,14702,255,1202912,58,11,NA,Input, NA
AB,2020-09-21,NA,NA,NA,0,16739,15024,256,1215672,61,12,NA,Input, NA
AB,2020-09-22,NA,NA,NA,0,16889,15066,258,1229939,63,12,NA,Input, NA
AB,2020-09-23,NA,NA,NA,0,17032,15252,260,1242263,61,13,NA,Input, NA
AB,2020-09-24,NA,NA,NA,0,17190,15467,261,1255039,63,15,NA,Input, NA
AB,2020-09-25,NA,NA,NA,0,17343,15585,261,1269261,65,15,NA,Input, NA
